state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
wa,2011-2012,upper,SB 6371,Extending the customized employment training program.,2012-04-03 19:35:59.420000,2012-11-02 06:43:51.815000,bill,"Labor and Employment|Education|Business and Consumers|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6372,Reducing nontax administration costs associated with the conduct of city and county operations.,2012-04-03 19:35:59.065000,2012-11-02 06:43:51.798000,bill,Environmental|State Agencies|Municipal and County Issues
wa,2011-2012,upper,SB 6373,Concerning economic development by requiring performance audits of certain permit practices by the state auditor.,2012-04-03 19:35:59.161000,2012-11-02 06:43:51.806000,bill,Other|Municipal and County Issues
wa,2011-2012,upper,SB 6374,Enacting the educational success for youth and alumni of foster care act.,2012-04-03 19:35:58.801000,2012-11-02 06:43:51.791000,bill,Education|Health|Family and Children Issues
wa,2011-2012,upper,SB 6375,Creating the math performance incentive program.,2012-04-03 19:35:58.908000,2012-11-02 06:43:51.795000,bill,Education
wa,2011-2012,upper,SB 6376,Increasing the authority of the forensic investigations council to assist local jurisdictions in identification of human remains.,2012-04-03 19:35:58.423000,2012-11-02 06:43:51.784000,bill,Other
wa,2011-2012,upper,SB 6377,Improving budget sustainability by modifying education funding mandates.,2012-04-03 19:35:58.561000,2012-11-02 06:43:51.788000,bill,Labor and Employment|Public Services|Education
wa,2011-2012,upper,SB 6378,Reforming the state retirement plans.,2012-04-03 19:35:58.169000,2012-11-02 06:43:51.747000,bill,
wa,2011-2012,upper,SB 6379,Directing unclaimed lottery prize money to the general fund.,2012-04-03 19:35:58.266000,2012-10-18 06:58:04.212000,bill,Public Services|Gambling and Gaming
wa,2011-2012,upper,SB 6380,Concerning electric vehicle charging stations.,2012-04-03 19:34:34.806000,2012-10-18 06:57:56.510000,bill,Transportation
wa,2011-2012,upper,SB 6381,Enacting the Washington voting rights act of 2012.,2012-04-03 19:34:34.670000,2012-11-02 06:43:45.858000,bill,Campaign Finance and Election Issues|Other
wa,2011-2012,upper,SB 6382,Creating a medication assistant endorsement for certified nursing assistants who work in nursing homes.,2012-04-03 19:34:34.490000,2012-10-18 06:57:56.499000,bill,Health
wa,2011-2012,upper,SB 6383,Regarding Washington interscholastic activities association penalties.,2012-04-03 19:34:34.395000,2012-11-02 06:43:45.809000,bill,Recreation|Education
wa,2011-2012,upper,SB 6384,Ensuring that persons with developmental disabilities be given the opportunity to transition to a community access program after enrollment in an employment program.,2012-04-03 19:34:35.393000,2012-11-02 06:43:45.930000,bill,Public Services|Health
wa,2011-2012,upper,SB 6385,Extending the tenure of the habitat and recreation lands coordinating group.,2012-04-03 19:34:35.212000,2012-11-02 06:43:45.915000,bill,Environmental|Recreation
wa,2011-2012,upper,SB 6386,Enacting measures to reduce public assistance fraud.,2012-04-03 19:34:35.102000,2012-11-02 06:43:45.884000,bill,Public Services
wa,2011-2012,upper,SB 6387,"Concerning state parks, recreation, and natural resources fiscal matters.",2012-04-03 19:34:34.908000,2012-11-02 06:43:45.868000,bill,Recreation|Public Services
wa,2011-2012,upper,SB 6388,Eliminating the course of instruction and employer skills and training certification requirements for commercial driver's license applicants.,2012-04-03 19:34:35.683000,2012-11-02 06:43:45.948000,bill,Transportation
wa,2011-2012,upper,SB 6389,Creating the crime victims' services account.,2012-04-03 19:34:35.523000,2012-11-02 06:43:45.944000,bill,Public Services|Transportation|Crime
wa,2011-2012,upper,SB 6390,Creating higher education student auditing committees.,2012-04-03 19:34:48.146000,2012-11-02 06:43:46.842000,bill,Other|Education
wa,2011-2012,upper,SB 6391,Repealing the requirement for a study and report concerning direct practices that the office of the insurance commissioner must provide to the legislature.,2012-04-03 19:34:48.329000,2012-11-02 06:43:46.846000,bill,Education|Insurance
wa,2011-2012,upper,SB 6392,Establishing a farm internship program.,2012-04-03 19:34:48.497000,2012-11-02 06:43:46.986000,bill,Agriculture and Food|Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6393,Changing the numeric limit for bacterial contamination for industrial storm water permittees with discharges to water bodies listed as impaired to a narrative limit.,2012-04-03 19:34:48.600000,2012-11-02 06:43:46.995000,bill,Environmental|State Agencies
wa,2011-2012,upper,SB 6394,Requiring transparency for patients regarding training and qualifications of health care professionals.,2012-04-03 19:34:48.719000,2012-10-18 06:57:58.258000,bill,Other|Health
wa,2011-2012,upper,SB 6395,Authorizing physician assistants to perform opthalmic-related services under employment or supervision by a medical doctor or an osteopathic physician.,2012-04-03 19:34:48.837000,2012-10-18 06:57:58.262000,bill,Health
wa,2011-2012,upper,SB 6396,Modifying the energy independence act.,2012-04-03 19:34:48.935000,2012-11-02 06:43:47.003000,bill,Commerce|State Agencies|Public Services|Energy
wa,2011-2012,upper,SB 6397,Protecting workers and other community members from pesticide drift.,2012-04-03 19:34:49.099000,2012-11-02 06:43:47.007000,bill,Agriculture and Food|Labor and Employment
wa,2011-2012,upper,SB 6398,Regarding energy efficient buildings.,2012-04-03 19:34:49.195000,2012-11-02 06:43:47.010000,bill,Commerce|Public Services|Environmental|Housing and Property|State Agencies|Energy
wa,2011-2012,upper,SB 6399,Regarding program fees at institutions of higher education.,2012-04-03 19:34:49.290000,2012-11-02 06:43:47.014000,bill,Education
wa,2011-2012,upper,SB 6400,"Modifying provisions of chapter 19.285 RCW, the energy independence act.",2012-04-03 19:36:35.599000,2012-10-18 06:58:07.899000,bill,Energy|Public Services
wa,2011-2012,upper,SB 6401,Creating efficiencies for institutions of higher education.,2012-04-03 19:36:35.695000,2012-11-02 06:43:54.322000,bill,Labor and Employment|Education
wa,2011-2012,upper,SB 6402,Eliminating the workforce training and education coordinating board.,2012-04-03 19:36:35.852000,2012-11-02 06:43:54.325000,bill,Labor and Employment|Education
wa,2011-2012,upper,SB 6403,Removing financial barriers to persons seeking vulnerable adult protection orders.,2012-04-03 19:36:35.974000,2012-11-02 06:43:54.335000,bill,Public Services|Other|Health
wa,2011-2012,upper,SB 6404,Authorizing the establishment and use of veterans' courts.,2012-04-03 19:36:34.977000,2012-10-18 06:58:07.852000,bill,Military|Legal Issues|Crime
wa,2011-2012,upper,SB 6405,Concerning the Washington service corps.,2012-04-03 19:36:35.073000,2012-11-02 06:43:54.246000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6406,Modifying programs that provide for the protection of the state's natural resources.,2012-04-03 19:36:35.267000,2012-11-02 06:43:54.285000,bill,Environmental|State Agencies|Public Services|Animal Rights and Wildlife Issues|Technology and Communication
wa,2011-2012,upper,SB 6407,Providing transitional reentry housing through the department of corrections.,2012-04-03 19:36:35.442000,2012-11-02 06:43:54.312000,bill,Housing and Property|Crime
wa,2011-2012,upper,SB 6408,Including a child fourteen or younger in the aggravated first degree murder provisions.,2012-04-03 19:36:36.075000,2012-10-18 06:58:07.953000,bill,Legal Issues|Family and Children Issues|Crime
wa,2011-2012,upper,SB 6409,Establishing a joint safety rest area demonstration project.,2012-04-03 19:36:36.173000,2012-10-18 06:58:07.957000,bill,Transportation
wa,2011-2012,upper,SB 6410,Concerning restrictions on the collection of sales tax by transportation benefit districts.,2012-04-03 19:36:17.137000,2012-10-18 06:58:05.948000,bill,"Transportation|Budget, Spending, and Taxes|Municipal and County Issues"
wa,2011-2012,upper,SB 6411,Concerning expenditures of the WorkFirst program.,2012-04-03 19:36:16.909000,2012-11-02 06:43:53.130000,bill,Public Services|Health
wa,2011-2012,upper,SB 6412,Assisting persons seeking individual health benefit plan coverage when their prior carrier has terminated individual coverage.,2012-04-03 19:36:16.718000,2012-11-02 06:43:53.119000,bill,Health|Insurance
wa,2011-2012,upper,SB 6413,"Strengthening the integrity, fairness, and equity in Washington's property assessment system.",2012-04-03 19:36:16.612000,2012-10-18 06:58:05.918000,bill,"Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6414,Authorizing advisory opinions regarding whether an electric generation project or conservation resource qualifies to meet a target under RCW 19.285.040.,2012-04-03 19:36:16.493000,2012-11-02 06:43:53.075000,bill,Energy|Education|Public Services
wa,2011-2012,upper,SB 6415,Requiring the development of an informational document for use during negotiations for self-insured claims.,2012-04-03 19:36:16.357000,2012-11-02 06:43:53.065000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6416,Concerning certified payroll records on public works projects.,2012-04-03 19:36:16.252000,2012-11-02 06:43:53.061000,bill,Labor and Employment|Public Services
wa,2011-2012,upper,SB 6417,Concerning activities prohibited at a voting center or ballot drop location.,2012-04-03 19:36:16.155000,2012-11-02 06:43:53.058000,bill,Campaign Finance and Election Issues
wa,2011-2012,upper,SB 6418,"Narrowing the requirement that utilities purchase electricity, renewable energy credits, or electric generating facilities that are not needed to serve their customers' loads without changing the annual renewable targets.",2012-04-03 19:36:17.338000,2012-10-18 06:58:05.957000,bill,Energy|Public Services
wa,2011-2012,upper,SB 6419,Determining the prevailing wage on public works.,2012-04-03 19:36:17.236000,2012-10-18 06:58:05.953000,bill,Labor and Employment|Public Services
wa,2011-2012,upper,SB 6420,Addressing the prevailing rate of wages paid on public works.,2012-04-03 19:35:44.477000,2012-10-18 06:58:03.008000,bill,Labor and Employment|Public Services
wa,2011-2012,upper,SB 6421,Addressing the statement of intent to pay prevailing wages on public works.,2012-04-03 19:35:44.580000,2012-11-02 06:43:50.918000,bill,Labor and Employment|Public Services
wa,2011-2012,upper,SB 6422,Addressing the prevailing rate of wage paid on public works.,2012-04-03 19:37:12.207000,2012-10-18 06:58:10.869000,bill,Labor and Employment|Public Services
wa,2011-2012,upper,SB 6423,Concerning the definition of farm vehicle.,2012-04-03 19:37:12.321000,2012-11-02 06:43:56.508000,bill,Agriculture and Food|Transportation
wa,2011-2012,upper,SB 6424,"Prohibiting pharmacists from substituting opioid analgesic drugs for an opioid analgesic drug incorporating a tamper resistance technology without verifying equivalence or obtaining the written, signed consent of the prescribing physician.",2012-04-03 19:37:11.955000,2012-10-18 06:58:10.861000,bill,Drugs|Health
wa,2011-2012,upper,SB 6425,Concerning records of scrap metal transactions.,2012-04-03 19:37:12.112000,2012-10-18 06:58:10.865000,bill,Public Services|Business and Consumers
wa,2011-2012,upper,SB 6426,Regulating personal vehicle sharing programs.,2012-04-03 19:37:11.757000,2012-11-02 06:43:56.491000,bill,Transportation|Insurance
wa,2011-2012,upper,SB 6427,Improving protections for incapacitated adults.,2012-04-03 19:37:11.858000,2012-11-02 06:43:56.495000,bill,Housing and Property|Legal Issues|Family and Children Issues
wa,2011-2012,upper,SB 6428,Requiring a direct patient-provider primary care practice services option for public employees.,2012-04-03 19:35:42.821000,2012-11-02 06:43:50.787000,bill,Labor and Employment|Health|Insurance
wa,2011-2012,upper,SB 6429,Promoting state employee wellness and productivity.,2012-04-03 19:35:42.916000,2012-11-02 06:43:50.791000,bill,Labor and Employment|Health
wa,2011-2012,upper,SB 6430,Transferring aerial search and rescue activities from the aviation division of the department of transportation to the state military department.,2012-04-03 19:36:53.342000,2012-11-02 06:43:55.470000,bill,Military|Health|Technology and Communication|Transportation
wa,2011-2012,upper,SB 6431,Harmonizing federal exemptions for agriculture practices with state law.,2012-04-03 19:36:53.154000,2012-11-02 06:43:55.466000,bill,Agriculture and Food|Environmental
wa,2011-2012,upper,SB 6432,Addressing searches at transportation facilities.,2012-04-03 19:36:53.603000,2012-10-18 06:58:09.346000,bill,Legal Issues|Public Services|Transportation|Technology and Communication|Crime
wa,2011-2012,upper,SB 6433,"Verifying that applicants for drivers' licenses, permits, and identicards are lawfully within the United States.",2012-04-03 19:36:53.441000,2012-10-18 06:58:09.342000,bill,State Agencies|Other|Transportation
wa,2011-2012,upper,SB 6434,Concerning citizenship.,2012-04-03 19:36:53.794000,2012-10-18 06:58:09.355000,bill,Campaign Finance and Election Issues|Public Services
wa,2011-2012,upper,SB 6435,Prioritizing existing funding for special safety corridor projects.,2012-04-03 19:36:53.698000,2012-11-02 06:43:55.478000,bill,State Agencies|Transportation|Public Services
wa,2011-2012,upper,SB 6436,Regarding unlawful aliens.,2012-04-03 19:36:54.041000,2012-10-18 06:58:09.365000,bill,Transportation|Legal Issues|Public Services|Crime|Labor and Employment|Other
wa,2011-2012,upper,SB 6437,Collecting biological samples for DNA analysis from illegal aliens.,2012-04-03 19:36:53.948000,2012-10-18 06:58:09.360000,bill,Public Services|Science and Medical Research|Crime
wa,2011-2012,upper,SB 6438,Requiring school districts to provide remedial postsecondary education or to pay for the cost.,2012-04-03 19:36:54.420000,2012-11-02 06:43:55.490000,bill,Education
wa,2011-2012,upper,SB 6439,Directing real estate excise tax penalties to the general fund.,2012-04-03 19:36:54.229000,2012-10-18 06:58:09.369000,bill,"Housing and Property|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6440,Providing health care purchasing options for individuals and small employers.,2012-04-03 19:33:48.809000,2012-11-02 06:43:41.027000,bill,Health|Insurance
wa,2011-2012,upper,SB 6441,Authorizing grants to the successful pilot programs implementing RCW 70.260.020.,2012-04-03 19:35:08.357000,2012-11-02 06:43:48.380000,bill,Housing and Property|Energy|Education
wa,2011-2012,upper,SB 6442,Establishing a consolidating purchasing system for public school employees.,2012-04-03 19:33:49.076000,2012-11-02 06:43:41.038000,bill,Public Services|Labor and Employment|Health|State Agencies|Education|Insurance
wa,2011-2012,upper,SB 6443,Addressing the notice given to owners of life insurance policies about alternative transactions.,2012-04-03 19:33:49.190000,2012-11-02 06:43:41.065000,bill,Insurance
wa,2011-2012,upper,SB 6444,Concerning eligible toll facilities.,2012-04-03 19:33:49.294000,2012-11-02 06:43:41.096000,bill,Public Services|Transportation
wa,2011-2012,upper,SB 6445,Concerning the Interstate 5 Columbia river crossing project.,2012-04-03 19:33:49.464000,2012-11-02 06:43:41.110000,bill,Environmental|Transportation
wa,2011-2012,upper,SB 6446,Concerning the lodging tax.,2012-04-03 19:33:49.591000,2012-11-02 06:43:41.131000,bill,"Budget, Spending, and Taxes|Legislative Affairs"
wa,2011-2012,upper,SB 6447,Regarding state work-study funding.,2012-04-03 19:36:12.433000,2012-11-02 06:43:52.876000,bill,Other|Labor and Employment|State Agencies|Education|Health
wa,2011-2012,upper,SB 6448,Concerning fiscal impact statements in the voters' pamphlet.,2012-04-03 19:33:47.751000,2012-11-02 06:43:40.939000,bill,Campaign Finance and Election Issues|Other
wa,2011-2012,upper,SB 6449,Creating the high-quality early learning act.,2012-04-03 19:33:47.856000,2012-11-02 06:43:40.943000,bill,State Agencies|Education
wa,2011-2012,upper,SB 6450,Concerning the voluntary option to purchase qualified energy resources.,2012-04-03 19:37:31.471000,2012-10-18 06:58:12.656000,bill,Energy|Public Services
wa,2011-2012,upper,SB 6451,Modifying certain provisions regarding transportation benefit districts.,2012-04-03 19:37:31.375000,2012-11-02 06:43:57.784000,bill,"Transportation|Budget, Spending, and Taxes|Municipal and County Issues"
wa,2011-2012,upper,SB 6452,Concerning veterans' assistance levies.,2012-04-03 19:37:28.071000,2012-11-02 06:43:57.634000,bill,"Military|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6453,Concerning golf cart zones.,2012-04-03 19:37:31.122000,2012-11-02 06:43:57.777000,bill,State Agencies|Transportation
wa,2011-2012,upper,SB 6454,Concerning special district general and special elections.,2012-04-03 19:36:32.157000,2012-10-18 06:58:07.651000,bill,Campaign Finance and Election Issues|Environmental|Other
wa,2011-2012,upper,SB 6455,Addressing transportation revenue.,2012-04-03 19:37:31.958000,2012-11-02 06:43:57.811000,bill,"State Agencies|Public Services|Transportation|Energy|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6456,Prohibiting the use of state funds and tuition fees for intercollegiate athletic expenses at the University of Washington and Washington State University.,2012-04-03 19:37:29.874000,2012-11-02 06:43:57.739000,bill,Recreation|Education
wa,2011-2012,upper,SB 6457,Concerning preferential hiring of veterans by the marine division of the department of transportation.,2012-04-03 19:37:29.626000,2012-11-02 06:43:57.732000,bill,Labor and Employment|Transportation|Military
wa,2011-2012,upper,SB 6458,Concerning claims against public entities.,2012-04-03 19:36:19.082000,2012-10-18 06:58:06.122000,bill,State Agencies|Civil Liberties and Civil Rights
wa,2011-2012,upper,SB 6459,Addressing membership on city disability boards.,2012-04-03 19:37:25.944000,2012-11-02 06:43:57.508000,bill,Labor and Employment
wa,2011-2012,upper,SB 6460,Requiring a model policy for open licensing of courseware developed with state funds.,2012-04-03 19:34:18.736000,2012-11-02 06:43:44.504000,bill,Education
wa,2011-2012,upper,SB 6461,Regulating drayage truck operators.,2012-04-03 19:34:18.830000,2012-10-18 06:57:54.869000,bill,Labor and Employment|Transportation
wa,2011-2012,upper,SB 6462,Concerning determination of income and resources for the purposes of eligibility for public assistance.,2012-04-03 19:34:18.445000,2012-11-02 06:43:44.496000,bill,Public Services
wa,2011-2012,upper,SB 6463,Regarding the discover pass.,2012-04-03 19:34:18.613000,2012-10-18 06:57:54.860000,bill,Environmental|Recreation|Transportation|Animal Rights and Wildlife Issues
wa,2011-2012,upper,SB 6464,Requiring the governor to sign certain significant legislative rules.,2012-04-03 19:34:19.209000,2012-11-02 06:43:44.518000,bill,State Agencies|Other
wa,2011-2012,upper,SB 6465,Concerning raffles exceeding five thousand dollars.,2012-04-03 19:34:19.314000,2012-11-02 06:43:44.526000,bill,Other|Business and Consumers|Gambling and Gaming
wa,2011-2012,upper,SB 6466,Concerning fraud prevention and detection in the medicaid and the children's health insurance program.,2012-04-03 19:34:18.929000,2012-11-02 06:43:44.510000,bill,Public Services|Health
wa,2011-2012,upper,SB 6467,Making Japanese-Americans interned during World War II eligible for former prisoner of war license plates.,2012-04-03 19:34:19.098000,2012-11-02 06:43:44.514000,bill,Military|State Agencies|Transportation
wa,2011-2012,upper,SB 6468,"Requiring state research universities to adopt policies governing investment of university funds, consistent with the uniform prudent management of institutional funds act, and requiring annual investment performance reports.",2012-04-03 19:34:19.483000,2012-11-02 06:43:44.589000,bill,Education
wa,2011-2012,upper,SB 6469,Regulating fire hydrant services provided by local governments.,2012-04-03 19:34:19.585000,2012-10-18 06:57:54.966000,bill,Environmental|State Agencies|Other
wa,2011-2012,upper,SB 6470,Authorizing benefit charges for the enhancement of fire protection services.,2012-04-03 19:34:02.068000,2012-11-02 06:43:43.007000,bill,Other|Municipal and County Issues
wa,2011-2012,upper,SB 6471,Concerning license plates on the front of vehicles.,2012-04-03 19:34:01.966000,2012-10-18 06:57:53.325000,bill,State Agencies|Transportation
wa,2011-2012,upper,SB 6472,Concerning disclosure of carbon monoxide alarms in real estate transactions.,2012-04-03 19:34:02.279000,2012-11-02 06:43:43.052000,bill,Housing and Property|Health
wa,2011-2012,upper,SB 6473,Concerning shared work.,2012-04-03 19:34:02.169000,2012-11-02 06:43:43.026000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6474,Changing sales tax sourcing from destination based to origin based if congress does not enact legislation requiring remote sellers to collect sales tax.,2012-04-03 19:34:01.474000,2012-10-18 06:57:53.284000,bill,"Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6475,Changing the criteria for the beer and wine tasting endorsement for grocery stores.,2012-04-03 19:34:01.378000,2012-11-02 06:43:42.946000,bill,Other|Business and Consumers
wa,2011-2012,upper,SB 6476,Regulating plumbing contractors.,2012-04-03 19:34:01.803000,2012-11-02 06:43:42.980000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6477,Concerning spirits sampling in former contract liquor stores.,2012-04-03 19:34:01.646000,2012-11-02 06:43:42.974000,bill,Other|Business and Consumers
wa,2011-2012,upper,SB 6478,Asserting that submission of DNA markers to a database be accessible only to qualified laboratory personnel.,2012-04-03 19:34:02.595000,2012-10-18 06:57:53.434000,bill,Public Services|Science and Medical Research|Transportation|Crime
wa,2011-2012,upper,SB 6479,Making technical corrections to certain vehicle and vessel title and registration provisions.,2012-04-03 19:34:02.437000,2012-11-02 06:43:43.061000,bill,Recreation|Transportation|State Agencies
wa,2011-2012,upper,SB 6480,Protecting employers who pay the prevailing wage on public works.,2012-04-03 19:33:52.892000,2012-11-02 06:43:41.978000,bill,Labor and Employment|State Agencies|Public Services
wa,2011-2012,upper,SB 6481,Concerning the expiration of provisions related to managed health care systems' participation in the basic health plan.,2012-04-03 19:33:53.106000,2012-10-18 06:57:52.145000,bill,Health|Insurance
wa,2011-2012,upper,SB 6482,Assessing a two percent tax on millionaires to fund the paramount duty trust fund and reduce class sizes in grades kindergarten through fourth.,2012-04-03 19:34:51.523000,2012-10-18 06:57:58.412000,bill,"Public Services|Education|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6483,Addressing criminal activities occurring at rental properties.,2012-04-03 19:34:51.616000,2012-10-18 06:57:58.416000,bill,Housing and Property|Public Services|Crime
wa,2011-2012,upper,SB 6484,Regarding livestock inspections.,2012-04-03 19:34:50.691000,2012-11-02 06:43:47.063000,bill,Agriculture and Food|State Agencies|Animal Rights and Wildlife Issues
wa,2011-2012,upper,SB 6485,Limiting the exceptions to the general rule of several or proportionate liability.,2012-04-03 19:34:50.887000,2012-10-18 06:57:58.371000,bill,Civil Liberties and Civil Rights
wa,2011-2012,upper,SB 6486,Granting collective bargaining for postdoctoral researchers at certain state universities.,2012-04-03 19:34:50.993000,2012-11-02 06:43:47.075000,bill,Labor and Employment|Education
wa,2011-2012,upper,SB 6487,Concerning intermodal container chassis.,2012-04-03 19:34:51.096000,2012-10-18 06:57:58.399000,bill,Public Services|Transportation
wa,2011-2012,upper,SB 6488,Concerning guardian reporting requirements for certain small estates.,2012-04-03 19:33:51.494000,2012-10-18 06:57:51.581000,bill,Housing and Property|Legal Issues|Family and Children Issues
wa,2011-2012,upper,SB 6489,Concerning the issuance of certain drivers' licenses.,2012-04-03 19:33:51.586000,2012-11-02 06:43:41.508000,bill,Transportation
wa,2011-2012,upper,SB 6490,Clarifying the number of employees within certain classifications within the consolidated technology services agency.,2012-04-03 19:34:36.987000,2012-11-02 06:43:46.069000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6491,Transferring the low-level radioactive waste site use permit program from the department of ecology to the department of health.,2012-04-03 19:34:36.869000,2012-11-02 06:43:46.065000,bill,State Agencies|Health
wa,2011-2012,upper,SB 6492,"Improving timeliness, efficiency, and accountability of forensic resource utilization associated with competency to stand trial.",2012-04-03 19:34:36.746000,2012-11-02 06:43:46.032000,bill,Health|Crime
wa,2011-2012,upper,SB 6493,Addressing sexually violent predator civil commitment cases.,2012-04-03 19:34:36.615000,2012-11-02 06:43:46.015000,bill,Health|Crime
wa,2011-2012,upper,SB 6494,"Improving truancy procedures by changing the applicability of mandatory truancy petition filing provisions to children under seventeen years of age, requiring initial petitions to contain information about the child's academic status, prohibiting issuance of a bench warrant at an initial truancy status hearing, and modifying school district reporting requirements after the court assumes jurisdiction in a truancy case.",2012-04-03 19:34:36.483000,2012-11-02 06:43:45.996000,bill,Education
wa,2011-2012,upper,SB 6495,Concerning fiscal reform.,2012-04-03 19:34:36.319000,2012-10-18 06:57:56.660000,bill,"Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6496,Improving accountability by requiring that new tax preferences have a net benefit to the state.,2012-04-03 19:34:36.160000,2012-10-18 06:57:56.655000,bill,"Budget, Spending, and Taxes|Legislative Affairs"
wa,2011-2012,upper,SB 6497,Requiring a net benefit to the state to claim the sales and use tax exemption for manufacturing machinery and equipment.,2012-04-03 19:34:36.039000,2012-10-18 06:57:56.650000,bill,"Technology and Communication|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6498,Modifying write-in voting provisions.,2012-04-03 19:34:35.941000,2012-11-02 06:43:45.976000,bill,Campaign Finance and Election Issues
wa,2011-2012,upper,SB 6499,Concerning regional transit authority boards.,2012-04-03 19:34:35.782000,2012-10-18 06:57:56.637000,bill,Transportation
wa,2011-2012,upper,SB 6500,Concerning regional transit authority ballot propositions.,2012-04-03 19:36:19.582000,2012-10-18 06:58:06.138000,bill,Other|Transportation
wa,2011-2012,upper,SB 6501,Concerning the exclusion of cities from regional transit authority boundaries.,2012-04-03 19:36:19.486000,2012-10-18 06:58:06.132000,bill,Transportation|Municipal and County Issues
wa,2011-2012,upper,SB 6502,Concerning information disclosed on ballots and voters' pamphlets.,2012-04-03 19:37:12.930000,2012-10-18 06:58:10.903000,bill,Campaign Finance and Election Issues|Other
wa,2011-2012,upper,SB 6503,Concerning explanatory statements for measures referencing another document.,2012-04-03 19:37:12.832000,2012-10-18 06:58:10.898000,bill,Campaign Finance and Election Issues|Other
wa,2011-2012,upper,SB 6504,Addressing noncompetition agreements for broadcasting industry employees.,2012-04-03 19:36:18.868000,2012-11-02 06:43:53.257000,bill,Labor and Employment|Business and Consumers
wa,2011-2012,upper,SB 6505,Developing educational materials for assisting employees of self-insured employers entering claim resolution structured settlement agreements.,2012-04-03 19:36:18.711000,2012-11-02 06:43:53.253000,bill,Labor and Employment|State Agencies
wa,2011-2012,upper,SB 6506,Excepting franchisees from the definition of worker for purposes of workers' compensation.,2012-04-03 19:36:19.183000,2012-10-18 06:58:06.128000,bill,Labor and Employment|State Agencies|Business and Consumers
wa,2011-2012,upper,SB 6507,Establishing the Walla Walla state veterans' home.,2012-04-03 19:36:18.972000,2012-11-02 06:43:53.263000,bill,Military
wa,2011-2012,upper,SB 6508,Authorizing waivers from certain DSHS overpayment recovery efforts.,2012-04-03 19:33:58.651000,2012-11-02 06:43:42.774000,bill,Public Services|Health
wa,2011-2012,upper,SB 6509,Creating the office of legislative support services.,2012-04-03 19:33:58.549000,2012-11-02 06:43:42.743000,bill,State Agencies|Legislative Affairs
wa,2011-2012,upper,SB 6510,Exempting entry fees for certain running events and basketball tournaments from the sales and use tax.,2012-04-03 19:34:05.050000,2012-10-18 06:57:53.605000,bill,"Recreation|Business and Consumers|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6511,Concerning court procedures for review of petitions for protection orders.,2012-04-03 19:34:05.209000,2012-11-02 06:43:43.199000,bill,Family and Children Issues|Crime
wa,2011-2012,upper,SB 6512,Regarding irrigation and rehabilitation district administration.,2012-04-03 19:34:04.843000,2012-11-02 06:43:43.187000,bill,Environmental
wa,2011-2012,upper,SB 6513,Addressing issues of accountability and funding for alternative learning experience programs.,2012-04-03 19:34:04.939000,2012-11-02 06:43:43.193000,bill,Education
wa,2011-2012,upper,SB 6514,Requiring notices of owner-occupied real property foreclosure sales to be posted on the internet.,2012-04-03 19:34:05.674000,2012-10-18 06:57:53.628000,bill,Housing and Property
wa,2011-2012,upper,SB 6515,Concerning the rescission of a trustee's foreclosure sale.,2012-04-03 19:34:05.772000,2012-11-02 06:43:43.239000,bill,Housing and Property
wa,2011-2012,upper,SB 6516,Defining plan year for the purposes of the public employees' benefits board.,2012-04-03 19:34:05.301000,2012-11-02 06:43:43.202000,bill,Labor and Employment|Health
wa,2011-2012,upper,SB 6517,Regarding hospital financing and tax preference eligibility.,2012-04-03 19:34:05.515000,2012-11-02 06:43:43.209000,bill,"Business and Consumers|Health|Budget, Spending, and Taxes"
wa,2011-2012,upper,SB 6518,Concerning the executive committee of Washington state ferry users.,2012-04-03 19:34:15.480000,2012-11-02 06:43:44.278000,bill,Transportation
wa,2011-2012,upper,SB 6519,Requiring community and technical college boards of trustees to have at least one member from labor and one member from business.,2012-04-03 19:34:15.581000,2012-10-18 06:57:54.582000,bill,Education
wa,2011-2012,upper,SB 6520,Creating a sentence for treatment program for juvenile offenders.,2012-04-03 19:37:24.924000,2012-10-18 06:58:12.239000,bill,Legal Issues|Family and Children Issues
wa,2011-2012,upper,SB 6521,Increasing flexibility and diversity of local government revenue.,2012-04-03 19:37:24.828000,2012-11-02 06:43:57.483000,bill,"Public Services|Transportation|Budget, Spending, and Taxes|Municipal and County Issues"
wa,2011-2012,upper,SB 6522,"Establishing that the state archivist has the sole authority for archival and records storage, except for legislative records.",2012-04-03 19:37:24.728000,2012-10-18 06:58:12.228000,bill,State Agencies|Other|Legislative Affairs
